framework_id,control_id,title,severity,weight,doc_types,page,intent
unesco,unesco::GOVERN-12.3,Develop indicators to assess AI ethics policy effectiveness,high,3,"policy,plan,system",25-28,"Governments and institutions must create measurable, risk-based indicators to track AI ethics outcomes — especially for vulnerable groups — using ethical data practices and internationally recognized "
unesco,unesco::GOVERN-12.4,Establish monitoring mechanisms such as ethics commissions or observatories,med,2,"policy,plan",25-28,Governments should create dedicated institutional mechanisms — like ethics commissions or observatories — to continuously track AI ethics compliance and share best practices across sectors.
unesco,unesco::GOVERN-13.1,Respect and promote UNESCO AI ethics principles,high,3,"policy,plan,system",25-28,"All governments and AI actors must actively uphold and implement the ethical principles outlined in the UNESCO Recommendation, not just acknowledge them — translating them into concrete actions and po"
unesco,unesco::GOVERN-13.2,Cooperate with national and international stakeholders on AI ethics,med,2,"policy,plan",25-28,"Governments must collaborate across sectors and borders — with NGOs, corporations, and researchers — to implement AI ethics, using tools like ethical impact assessments and national commissions as key"
unesco,unesco::UNESCO-140,Interpret the Recommendation as a holistic and interrelated framework,med,2,"system,policy",28-32,The ethical principles in the Recommendation must not be applied in isolation; they are meant to be interpreted together as an integrated framework to avoid selective or contradictory implementation.
unesco,unesco::UNESCO-141,No interpretation undermines international law or human rights,high,3,"system,policy",28-32,"The Recommendation cannot be used to weaken existing human rights or environmental obligations under international law; any AI activity violating these rights is explicitly prohibited, regardless of c"
unesco,unesco::UNESCO-137,UNESCO to promote and disseminate the Recommendation,low,1,policy,28-32,"UNESCO is mandated to lead global awareness and adoption of the Recommendation through coordinated efforts with other UN agencies, ensuring consistent messaging and avoiding overlap."
unesco,unesco::UNESCO-138,"UNESCO to collaborate with international, regional and sub-regional organizations",low,1,policy,28-32,UNESCO and its internal ethics bodies are required to coordinate with regional and global organizations to ensure consistent application of the Recommendation across different contexts and jurisdictio
unesco,unesco::UNESCO-139,Ensure civil society’s legitimacy in advocating for public interest,med,2,policy,28-32,"UNESCO must actively support and legitimize civil society’s role in holding governments and corporations accountable for ethical AI practices, recognizing civil society as a key guardian of public int"
unesco,unesco::UNESCO-ETHICS-1,Application des principes éthiques de l’IA conformément au droit international des droits de l’homme,high,3,"policy,plan,system",32-35,"States must implement the ethical principles of the UNESCO AI Recommendation through appropriate legal and governance measures, aligned with their constitutional frameworks and international human rig"
unesco,unesco::UNESCO-ETHICS-2,Engagement of all stakeholders in the implementation of AI ethics,med,2,"policy,plan,system",32-35,"All stakeholders—including governments, private companies, researchers, civil society, and academia—must be actively engaged in implementing AI ethics, ensuring that development and use of AI systems "
unesco,unesco::UNESCO-ETHICS-3,Ethical assessment of AI across its entire lifecycle,high,3,"system,plan",32-35,"Ethical considerations must be applied to every phase of an AI system’s lifecycle—from research and design through deployment, maintenance, and decommissioning—to ensure ongoing accountability and har"
unesco,unesco::UNESCO-ETHICS-4,Addressing algorithmic bias and discrimination,high,3,"system,policy",32-35,"AI systems must be designed and monitored to prevent the amplification of existing societal biases, discrimination, and stereotypes, ensuring fairness and non-discrimination in automated decision-maki"
unesco,unesco::UNESCO-ETHICS-5,Promotion of global equity and inclusion in AI development,med,2,"policy,plan,system",32-35,"AI development must actively include and respect the knowledge systems, cultural values, and equity needs of low- and middle-income countries and marginalized regions to prevent global asymmetries and"
unesco,unesco::UNESCO-ETHICS-6,Respect for cultural diversity and local ethical norms,med,2,"system,policy",32-35,"AI systems must respect and protect local and regional cultural norms and ethical values, avoiding imposition of external standards that may undermine community-specific moral frameworks."
unesco,unesco::UNESCO-PRINCIPLE-5,Environmental sustainability,med,2,"system,policy,plan",34-37,"AI systems must be developed and deployed in ways that minimize environmental harm, reduce energy consumption, and avoid contributing to ecological degradation, aligning with global sustainability goa"
unesco,unesco::UNESCO-PRINCIPLE-6,Accountability and responsibility,high,3,"system,policy,plan",34-37,"All actors in the AI lifecycle — from developers to deployers to regulators — must be clearly accountable for AI outcomes, with defined roles, oversight mechanisms, and avenues for redress when harm o"
unesco,unesco::UNESCO-PRINCIPLE-8,Cultural diversity and pluralism,med,2,"system,policy,plan",34-37,"AI systems must not homogenize or erode cultural diversity; they must support pluralism in languages, media, and cultural expression, and avoid concentrating cultural power in the hands of a few actor"
unesco,unesco::UNESCO-PRINCIPLE-9,Human oversight and control,high,3,"system,policy,plan",34-37,"Humans must retain meaningful oversight and final decision-making authority over AI systems, especially in high-stakes contexts, to preserve human autonomy, agency, and moral responsibility."
unesco,unesco::PRINCIPLE-9,Equity and non-discrimination,high,3,"system,policy,plan",37-40,"AI systems must ensure equitable access and participation for all, especially marginalized and vulnerable groups, by addressing digital divides, supporting multilingual and culturally adapted services"
unesco,unesco::GOVERN-1.2,Éviter les applications et résultats discriminatoires ou biaisés,high,3,"system,policy",40-43,AI actors must actively prevent bias and discrimination in AI systems throughout their lifecycle and ensure effective remedies exist for individuals harmed by biased algorithmic decisions.
unesco,unesco::GOVERN-1.3,Protéger la vie privée et les données personnelles,high,3,"system,policy",40-43,"AI systems must handle personal data in compliance with international and national privacy laws, ensuring data is collected, used, stored, and deleted ethically and lawfully throughout its lifecycle."
unesco,unesco::GOVERN-1.4,Mettre en place des cadres de protection des données multipartites,high,3,policy,40-43,"Governments and stakeholders must establish multi-stakeholder data protection frameworks grounded in international norms, ensuring legal basis, legitimacy, and enforceable rights for individuals regar"
unesco,unesco::GOVERN-1.5,Effectuer des évaluations d’impact sur la vie privée,high,3,"system,plan",40-43,"AI developers must conduct privacy impact assessments that include societal and ethical considerations, and embed privacy-by-design principles from the earliest stages of system development."
unesco,unesco::GOVERN-1.6,Assurer la surveillance humaine et la responsabilité juridique,high,3,"system,policy",40-43,"Human oversight must be maintained at all stages of AI systems, with clear accountability assigned to human actors; AI must never make life-or-death decisions autonomously, and humans must retain ulti"
unesco,unesco::GOVERN-1.7,Garantir la transparence et l’explicabilité des systèmes d’IA,high,3,"system,policy",40-43,"AI systems must be transparent and explainable, especially when affecting rights or safety; users must be informed when AI decisions impact them and be able to obtain meaningful explanations and chall"
unesco,unesco::GOVERN-1.8,Assumer la responsabilité éthique et juridique pour les droits humains et l’environnement,high,3,"policy,system",40-43,"All AI actors and states must uphold human rights and environmental protection as core obligations throughout the AI lifecycle, aligning actions with international human rights law and ethical guideli"
unesco,unesco::ETHICS-1.6,Surveillance du cycle de vie des systèmes d’IA,high,3,"system,policy,plan",42-45,"Both states and private actors must continuously monitor all phases of AI systems — including algorithms, data, and human actors — especially in public services and user-facing applications, to ensure"
unesco,unesco::ETHICS-1.7,Cadre réglementaire pour les évaluations publiques d’impact,high,3,"policy,plan",42-45,"Governments must create binding regulatory frameworks requiring public authorities to conduct transparent, inclusive, and externally reviewed ethical impact assessments of AI systems they deploy, ensu"
unesco,unesco::ETHICS-1.8,Participation multipartite et inclusion des parties prenantes marginalisées,med,2,"policy,plan",42-45,"AI governance must involve diverse stakeholders — especially marginalized groups and Indigenous communities — throughout the AI lifecycle, ensuring inclusive participation, open standards, and respect"
unesco,unesco::UNESCO-86,Apply proportionality and precaution in AI method selection,high,3,"system,policy",49-52,"Require AI developers to prioritize low-resource, energy-efficient methods unless higher-impact models are proven necessary and ethically justified."
unesco,unesco::UNESCO-87,Ensure AI promotes gender equality and avoids harm,high,3,"system,policy",49-52,"Mandate that all AI systems promote gender equality, avoid gender-based harm, and integrate gender analysis throughout their lifecycle via ethical impact assessments."
unesco,unesco::UNESCO-88,Fund gender-responsive AI policies and education,med,2,"policy,plan",49-52,"Require public funding for gender-responsive AI policies, education programs, and initiatives to ensure women and girls are not excluded from digital and AI-driven economies."
unesco,unesco::UNESCO-89,Eliminate gender inequalities amplified by AI,high,3,"policy,plan",49-52,"Require states to actively counter AI’s potential to reinforce gender inequalities in pay, representation, education, access, and unpaid care work."
unesco,unesco::UNESCO-90,Prevent gender-based stereotypes and online violence in AI,high,3,"system,policy",49-52,Require proactive detection and correction of gender stereotypes in AI systems and measures to prevent AI-facilitated online violence against women and marginalized groups.
unesco,unesco::UNESCO-91,Promote gender-balanced participation in AI development,med,2,"policy,plan",49-52,"Require policies and funding to ensure gender-balanced representation in AI research, leadership, and entrepreneurship across academia and industry."
unesco,unesco::UNESCO-92,Promote gender diversity in AI research and industry,med,2,"policy,plan",49-52,"Require targeted measures—mentorship, scholarships, networks—to increase female participation in AI research, academia, and industry."
unesco,unesco::GOVERN-7.1,Encourager la participation équilibrée des genres dans le cycle de vie des systèmes d’IA,high,3,"policy,plan,system",52-55,"Governments must implement policies and incentives to ensure gender-balanced participation of women in all phases of AI development, including research, leadership, and corporate governance roles. Thi"
unesco,unesco::GOVERN-7.2,Allouer les fonds publics et privés selon des principes d’équité de genre,high,3,"policy,plan",52-55,Governments must ensure public funding for AI innovation prioritizes gender-inclusive programs and actively encourage private funders to adopt similar gender equity principles through positive discrim
unesco,unesco::GOVERN-7.3,Élaborer et appliquer des politiques contre le harcèlement dans les environnements IA,high,3,"policy,system",52-55,"Governments must create and enforce policies that eliminate harassment in AI workplaces and research environments, while promoting and sharing best practices for fostering inclusive and safe cultures "
unesco,unesco::GOVERN-7.4,Promouvoir la diversité de genre dans la recherche et l’industrie IA,high,3,"policy,plan",52-55,"Governments must actively encourage girls and women to enter AI fields by combating gender stereotypes and harassment, and by incentivizing institutions to share successful strategies for increasing g"
unesco,unesco::GOVERN-7.5,Établir des systèmes d’IA pour la préservation et l’accessibilité du patrimoine culturel,med,2,"system,plan",52-55,"Governments should deploy AI systems to preserve, enhance, and provide access to cultural heritage—especially endangered and Indigenous languages and knowledge—using participatory approaches and updat"
unesco,unesco::GOVERN-7.6,Évaluer les répercussions des systèmes d’IA sur les langues et l’expression culturelle,med,2,"policy,system",52-55,"Governments must assess how AI language technologies impact cultural expression and linguistic diversity, and develop strategies to prevent the erosion of endangered languages and dialects while enhan"
unesco,unesco::GOVERN-7.7,Promouvoir l’éducation à l’IA pour les artistes et professionnels culturels,med,2,"policy,plan",52-55,"Governments must ensure artists and cultural professionals receive AI literacy training to critically evaluate and co-design AI tools that respect cultural heritage, diversity, and artistic freedom in"
unesco,unesco::GOVERN-7.8,Promouvoir l’évaluation des outils d’IA par les industries culturelles locales,med,2,"policy,plan",52-55,Governments must raise awareness and support evaluation of AI tools among local cultural industries and SMEs to prevent market concentration and ensure equitable access to AI technologies in culture.
unesco,unesco::GOVERN-7.9,Garantir une offre diversifiée et une pluralité d’accès aux contenus culturels via l’IA,med,2,"system,policy",52-55,"Governments must work with tech companies to ensure AI recommendation systems promote diverse cultural content and increase visibility of local and minority expressions, countering algorithmic homogen"
unesco,unesco::GOVERN-7.10,Encourager la recherche sur l’IA et la propriété intellectuelle,med,2,"policy,plan",52-55,"Governments must fund and support research on AI-generated content and intellectual property rights, including how to protect AI-created works and how to respect the rights of creators whose data is u"
unesco,unesco::GOVERN-7.11,Utiliser l’IA pour valoriser les collections culturelles et faciliter l’accès,med,2,"system,policy",52-55,"Cultural institutions should use AI to enhance, organize, and make accessible their collections—digitizing, tagging, and improving discovery—while ensuring equitable public access to cultural heritage"
unesco,unesco::GOVERN-8.1,Transmettre les connaissances sur l’IA au grand public pour réduire les fractures numériques,high,3,"policy,plan",52-55,"Governments must partner with international and local entities to deliver AI literacy programs to all citizens, empowering them to understand and engage with AI technologies and reduce digital divides"
unesco,unesco::GOVERN-8.2,Encourager l’acquisition de compétences préalables à l’éducation à l’IA,high,3,"policy,plan",52-55,"Governments must prioritize foundational skills—including digital literacy, critical thinking, media literacy, and AI ethics—as prerequisites for AI education, especially in regions with significant e"
unesco,unesco::GOVERN-8.3,Promouvoir la sensibilisation aux avancées et impacts de l’IA sur les droits humains,med,2,"policy,plan",52-55,"Governments must run public awareness campaigns that explain AI advancements, risks, and human rights implications—including for children—in ways understandable to both experts and the general public."
unesco,unesco::GOVERN-8.4,Encourager la recherche éthique sur l’IA en éducation et garantir l’autonomisation des apprenants,high,3,"system,policy",52-55,"Governments must fund ethical AI research in education, ensure AI tools support—not replace—human teaching, prohibit harmful surveillance or cognitive reduction, and strictly protect learner data from"
unesco,unesco::GOVERN-8.5,Favoriser la participation inclusive aux programmes d’éducation à l’IA,high,3,"policy,plan",52-55,"Governments must ensure marginalized groups—including women, ethnic minorities, persons with disabilities, and digitally excluded populations—are actively included and lead AI education initiatives, w"
unesco,unesco::GOVERN-8.6,Développer des programmes d’enseignement de l’éthique de l’IA pour tous les niveaux,high,3,"policy,plan",52-55,"Governments must develop AI ethics curricula at all education levels, integrating technical and humanistic perspectives, and ensure these resources are available in local and Indigenous languages and "
unesco,unesco::UNESCO-121,Utiliser l’IA pour améliorer la santé humaine tout en respectant les droits de l’homme,high,3,"system,policy",54-57,"States must deploy AI in healthcare to improve health outcomes and pandemic response, ensuring full compliance with international human rights law and avoiding discrimination or rights violations."
unesco,unesco::GOVERN-11.1,Prévenir les inégalités et promouvoir des marchés concurrentiels en IA,med,2,"policy,plan",57-60,"States must prevent AI-driven inequalities by analyzing markets and promoting competition, with special attention to vulnerable countries lacking infrastructure or regulation to resist market dominanc"
unesco,unesco::GOVERN-11.2,Respecter les normes éthiques de l’IA lors de l’exportation,high,3,"system,policy",57-60,"AI developers must apply ethical AI standards from their home country even when deploying systems in jurisdictions without such rules, while respecting international law and local regulations."
unesco,unesco::HEALTH-12.2,Réguler les systèmes d’IA en santé mentale et pour les jeunes,high,3,"policy,system",57-60,"Health AI systems, especially for mental health and youth, must be scientifically validated, regulated, and evidence-based to ensure safety and effectiveness."
unesco,unesco::HEALTH-12.3a,Surveiller les biais dans les algorithmes médicaux,high,3,"system,policy",57-60,"States must implement ongoing monitoring systems to detect and mitigate algorithmic bias in medical AI applications for diagnosis, prediction, or therapy."
unesco,unesco::HEALTH-12.3b,Intégrer les professionnels de santé dans le développement algorithmique,high,3,"system,plan",57-60,"Healthcare professionals, patients, and caregivers must be actively involved as domain experts in designing and validating medical AI algorithms at every stage."
unesco,unesco::HEALTH-12.3c,Protéger la vie privée dans les applications médicales d’IA,high,3,"system,policy",57-60,"Medical AI systems must comply with all applicable national and international data protection laws, ensuring privacy is maintained even during intensive health monitoring."
unesco,unesco::HEALTH-12.3d,Obtenir le consentement éclairé pour l’analyse des données personnelles,high,3,"system,policy",57-60,"Individuals must be clearly informed and provide informed consent before their personal data is used in medical AI analysis, without denial of care if they refuse."
unesco,unesco::HEALTH-12.3e,Assurer la décision humaine finale en diagnostic et traitement,high,3,"system,policy",57-60,Final medical decisions on diagnosis and treatment must always be made by humans; AI may assist but never replace human judgment.
unesco,unesco::HEALTH-12.3f,Examiner les systèmes d’IA par un comité éthique avant usage clinique,high,3,"system,policy",57-60,All clinical AI systems must undergo ethical review by an independent ethics committee prior to use in patient care.
unesco,unesco::HEALTH-12.4,Rechercher les effets de l’IA sur la santé mentale,med,2,"policy,plan",57-60,"States must fund and conduct research into how AI systems contribute to mental health harms like depression, anxiety, isolation, addiction, radicalization, and misinformation."
unesco,unesco::ROBOT-12.5,Développer des principes directeurs pour les interactions humain-robot,med,2,"policy,plan",57-60,"States must develop evidence-based guidelines for human-robot interactions, prioritizing safety, ergonomics, and protection against cognitive manipulation—especially in care, education, and child-faci"
unesco,unesco::ROBOT-12.6,Respecter les droits humains dans les interactions humain-robot,high,3,"policy,system",57-60,"Human-robot interactions must uphold human rights, diversity, and dignity; neurotech and brain-machine interfaces require special ethical scrutiny to protect autonomy."
unesco,unesco::ROBOT-12.7,Assurer la transparence sur les interactions avec des IA imitant l’humain,high,3,"system,policy",57-60,"Users must always be clearly informed when interacting with AI mimicking humans or animals, and have the right to refuse such interactions and request human help."
unesco,unesco::ROBOT-12.8,Sensibiliser à l’anthropomorphisation des IA,med,2,"policy,plan",57-60,"States must create policies to raise awareness of anthropomorphizing AI, including language used, and assess its ethical risks—especially for children."
unesco,unesco::RESEARCH-12.9,Promouvoir la recherche sur les effets à long terme de l’IA,med,2,"policy,plan",57-60,"States must fund long-term interdisciplinary research on how prolonged AI use affects cognition, behavior, and culture—especially in children and youth."
unesco,unesco::PARTICIPATION-12.10,Inclure les enfants et jeunes dans les décisions sur l’IA,med,2,"policy,plan",57-60,Children and youth must be meaningfully included in policy discussions and decision-making processes about how AI affects their lives and future.
unesco,unesco::MONITOR-13.1,Assurer le suivi et l’évaluation crédible des politiques d’éthique de l’IA,high,3,"policy,plan",57-60,"States must implement credible, transparent monitoring and evaluation of AI ethics policies using both quantitative and qualitative methods."
unesco,unesco::MONITOR-13.2,Garantir la participation large des parties prenantes dans l’évaluation,high,3,"policy,plan",57-60,"AI ethics evaluation processes must include diverse stakeholders—especially vulnerable groups—with social, cultural, and gender diversity to ensure accountability and learning."
unesco,unesco::MONITOR-13.3,Développer des indicateurs pour évaluer l’efficacité des politiques d’éthique de l’IA,high,3,"policy,plan",57-60,"States must develop measurable indicators to assess AI ethics policies’ effectiveness, with specific targets for marginalized and vulnerable populations and societal impacts."
unesco,unesco::UNESCO-133,Development and use of ethical impact indicators,high,3,"system,policy,plan",59-63,"Create measurable indicators to assess AI systems’ ethical impact, with specific metrics for marginalized and vulnerable groups, and ensure systematic, risk-proportionate monitoring aligned with inter"
unesco,unesco::UNESCO-134,Establishment of AI ethics oversight mechanisms,med,2,"policy,plan",59-63,Encourage states to establish formal oversight mechanisms—like ethics commissions or registries—to track ethical AI development and ensure alignment with human rights standards.
unesco,unesco::UNESCO-135,"Respect, promote, and protect ethical values in AI",high,3,"system,policy,plan",59-63,"All stakeholders must actively uphold, promote, and implement the ethical values and strategic recommendations of the UNESCO AI Ethics Recommendation through concrete actions."
unesco,unesco::UNESCO-136,Cooperation with national and international stakeholders,med,2,"policy,plan",59-63,"States must collaborate with national and international entities—including NGOs, corporations, and scientific bodies—to strengthen implementation of the Recommendation’s ethical AI goals."
unesco,unesco::UNESCO-11,Gestión de tensiones entre valores y principios,high,3,"system,policy,plan",68-71,"Organizaciones deben assess and resolve conflicts between AI ethics values using proportionality, human rights compliance, and multi-stakeholder deliberation. Decisions must be legally grounded and et"
unesco,unesco::UNESCO-13,"Respeto, protección y promoción de derechos humanos y dignidad humana",high,3,"system,policy,plan",68-71,"AI systems must uphold human dignity and rights throughout their lifecycle, without discrimination based on any personal characteristic. Human rights must be actively protected, not merely avoided."
unesco,unesco::UNESCO-14,Protección contra daños y abusos en el ciclo de vida de la IA,high,3,"system,policy,plan",68-71,"AI systems must not cause any form of harm—physical, economic, social, or psychological—and must enhance human well-being as defined by affected communities, without violating rights or dignity."
unesco,unesco::UNESCO-15,Protección contra la cosificación en interacciones con IA,high,3,"system,policy,plan",68-71,AI systems interacting with vulnerable populations must never treat humans as objects or tools. Human dignity and autonomy must be preserved in all interactions.
unesco,unesco::UNESCO-17,Protección de la prosperidad del medio ambiente y ecosistemas,med,2,"system,policy,plan",68-71,"AI developers must ensure environmental sustainability by minimizing ecological harm, especially carbon footprint, and aligning with international environmental standards."
unesco,unesco::UNESCO-19,Garantía de diversidad e inclusión en IA,high,3,"system,policy,plan",68-71,"AI systems must actively include diverse populations in design, data, and decision-making, ensuring no group is excluded due to identity, ability, or socioeconomic status."
unesco,unesco::UNESCO-40,Explicabilidad de sistemas de IA,high,3,"system,policy,plan",74-77,"AI systems must provide understandable explanations for their outputs, especially when decisions are irreversible, long-lasting, or high-risk—ensuring users can comprehend how outcomes were reached."
unesco,unesco::UNESCO-42,Responsabilidad ética y jurídica en el ciclo de vida de la IA,high,3,"system,policy,plan",74-77,"All AI actors must be held accountable for human rights impacts throughout the AI lifecycle, with clear attribution of responsibility based on their role in development, deployment, or oversight."
unesco,unesco::UNESCO-43,Mecanismos de supervisión y auditoría de IA,high,3,"system,policy,plan",74-77,AI systems must be auditable and traceable through technical and institutional mechanisms to ensure compliance with human rights and environmental standards throughout their lifecycle.
unesco,unesco::UNESCO-44,Sensibilización y educación pública sobre IA,med,2,"policy,plan",74-77,"Governments and institutions must promote public digital literacy and ethical awareness about AI through inclusive, multilingual education and civic engagement to enable informed public participation."
unesco,unesco::UNESCO-45,Enfoque en derechos humanos en la educación sobre IA,med,2,"policy,plan",74-77,"Education on AI must center on its impact on human rights and freedoms, ensuring learners understand how AI affects access to rights and environmental well-being."
unesco,unesco::UNESCO-46,Respeto a la soberanía y privacidad en el uso de datos,high,2,"policy,plan",74-77,"States must regulate data use within their borders in line with international law and human rights, prioritizing privacy and national sovereignty over cross-border data exploitation."
unesco,unesco::UNESCO-48,Establecimiento de marcos normativos de IA,high,3,"policy,plan",74-77,"States must create binding regulatory frameworks for AI that require human rights impact assessments and due diligence, and ensure private actors comply with these standards."
unesco,unesco::UNESCO-50,Evaluación del impacto ético de la IA,high,3,"policy,plan",74-77,"States must implement mandatory ethical impact assessments for AI systems that evaluate human rights, environmental, and social risks, and include public input in the process."
unesco,unesco::GOVERN-1.9,Garantizar participación inclusiva en gobernanza global de IA,med,2,"policy,plan",76-79,"Require states to ensure equitable global participation in AI governance, especially for low- and middle-income countries, through funding, travel support, and inclusive forum design."
unesco,unesco::GOVERN-1.10,Alinear legislación nacional con derechos humanos en IA,high,3,policy,76-79,Mandate that all national AI legislation must be aligned with international human rights obligations and actively promote human rights and fundamental freedoms throughout the AI lifecycle.
unesco,unesco::GOVERN-8.7,Facilitar acceso de la comunidad científica a datos privados,med,2,"policy,plan",84-87,"Encourages private companies to share proprietary data with researchers, especially in low-income countries, to enable equitable, transparent, and globally representative AI research."
unesco,unesco::HEALTH-12.1,Usar IA para mejorar la salud y proteger el derecho a la vida,high,3,"policy,plan",89-93,"Governments must deploy AI in healthcare to enhance public health outcomes, especially in disease prevention, while ensuring full compliance with international human rights and health obligations."
unesco,unesco::HUMAN_ROBOT-12.5,Elaborar directrices sobre interacciones humanas con robots,med,2,"policy,plan",89-93,"Governments must develop evidence-based guidelines for human-robot interactions, especially in healthcare, elderly care, education, and child use, to protect physical and mental well-being."
unesco,unesco::HUMAN_ROBOT-12.7,Garantizar que los usuarios sepan si interactúan con IA o un ser humano,high,3,"system,policy",89-93,"Users must always be clearly informed when they are interacting with AI mimicking humans or animals, and have the right to opt out and request human assistance immediately."
unesco,unesco::HUMAN_ROBOT-12.8,Sensibilizar sobre la antropomorfización de la IA,med,2,"policy,plan",89-93,"Governments must raise public awareness about the ethical risks of anthropomorphizing AI, especially in language and child-facing applications, and evaluate its psychological impacts."
unesco,unesco::HUMAN_ROBOT-12.9,Promover investigación sobre efectos a largo plazo de IA en niños y jóvenes,med,2,"policy,plan",89-93,"Governments must support long-term research on how prolonged AI interaction affects children’s psychological and cognitive development, using interdisciplinary methods."
unesco,unesco::CHILDREN-130,Involucrar a niños y jóvenes en decisiones sobre IA,med,2,"policy,plan",89-93,Children and youth must be meaningfully included in policy discussions and decision-making processes about how AI affects their lives and future.
unesco,unesco::MONITOR-131,Implementar seguimiento y evaluación creíble y transparente de políticas de IA,high,3,"policy,plan",89-93,"Governments must establish credible, transparent monitoring and evaluation systems for AI ethics policies using both quantitative and qualitative methods."
unesco,unesco::MONITOR-132,Garantizar participación amplia y diversa en evaluación de IA,high,3,"policy,plan",89-93,"AI ethics evaluations must include diverse stakeholders, especially vulnerable groups, ensuring social, cultural, and gender diversity to improve accountability and decision-making."
unesco,unesco::MONITOR-133,Desarrollar indicadores para evaluar la eficacia de políticas de IA ética,high,3,"policy,plan",89-93,"Governments must create measurable indicators to assess the effectiveness of AI ethics policies, with specific metrics for marginalized and vulnerable populations."
unesco,unesco::MONITOR-134,Establecer mecanismos de seguimiento como comisiones de ética o observatorios,med,2,"policy,plan",89-93,"States should establish institutional mechanisms—like ethics commissions, observatories, or regulatory sandboxes—to monitor AI compliance and support accountability across all AI actors."
unesco,unesco::UNESCO-PRINCIPLE-10,Ценностные установки должны стимулировать поведение и служить основой для принципов,med,2,"policy,plan",98-102,"Ethical values must actively guide policy design to shape responsible AI behavior and form the foundation for enforceable principles, not just serve as abstract ideals."
unesco,unesco::UNESCO-RECOMMENDATION-5,Использование ИИ должно быть направлено на благо всего человечества и не причинять вред,high,3,"system,policy,plan",98-102,"AI systems must be designed and deployed solely to benefit humanity and the environment, avoiding harm and ensuring peaceful use. Any application causing societal, environmental, or human rights harm "
unesco,unesco::UNESCO-RECOMMENDATION-6,Предложить согласованный глобальный нормативный инструмент для практической реализации этических принципов,high,3,"policy,plan",98-102,"Governments and organizations must implement binding, globally aligned mechanisms—not just principles—to operationalize AI ethics, ensuring consistency and accountability across borders."
unesco,unesco::UNESCO-RECOMMENDATION-8d,"Поощрять многосторонний, многодисциплинарный и плюралистический диалог по этическим аспектам ИИ",med,2,"policy,plan",98-102,"Stakeholders from diverse disciplines, cultures, and sectors must engage in inclusive, ongoing dialogue to build consensus on ethical AI use, ensuring no group is excluded from shaping norms."
unesco,unesco::UNESCO-1.1,Введение рамок для проведения оценок этического воздействия ИИ,high,3,"system,policy,plan",110-113,"Государства должны создать обязательные процессы для оценки этических рисков ИИ-систем, включая влияние на права человека, уязвимые группы и окружающую среду, и принимать меры для их снижения."
unesco,unesco::UNESCO-1.2,Разработка механизмов контроля соблюдения этических норм,high,3,"system,policy,plan",110-113,"Государства и компании обязаны создавать системы контроля, чтобы предотвращать нарушения прав человека и дискриминацию, вызванные ИИ, и регулярно оценивать их эффективность."
unesco,unesco::UNESCO-1.3,Обязательная прозрачность и доступ к информации,high,3,"policy,plan",110-113,"Государства должны требовать прозрачности от частных компаний, обеспечивая доступ к информации о ИИ-системах, имеющих общественное значение, в соответствии с правом на информацию."
unesco,unesco::UNESCO-1.4,Мониторинг ИИ-систем на всех этапах жизненного цикла,high,3,"system,policy",110-113,"Все ИИ-системы, особенно в критических сферах, должны подвергаться постоянному мониторингу на всех этапах — от разработки до эксплуатации — с учетом этических рисков."
unesco,unesco::UNESCO-1.5,"Транспарентные, многопрофильные и инклюзивные оценки этического воздействия",high,3,"policy,plan",110-113,"Оценки этического воздействия должны быть открытыми, включать разнообразных экспертов и заинтересованных сторон, и публиковать результаты для общественного контроля."
unesco,unesco::UNESCO-2.1,Создание всеохватных механизмов управления ИИ,high,3,"policy,plan",110-113,"Управление ИИ должно быть комплексным, включать все заинтересованные стороны, обеспечивать возмещение вреда и быть прозрачным на всех уровнях — от национального до международного."
unesco,unesco::UNESCO-2.2,Внедрение механизмов сертификации ИИ-систем,med,2,"policy,plan",110-113,"Государства должны разработать добровольные или обязательные системы сертификации ИИ, учитывающие этические риски, с учетом масштабов воздействия и без чрезмерной нагрузки на малые предприятия."
unesco,unesco::UNESCO-2.3,Назначение независимых этических сотрудников по ИИ,med,2,"system,policy",110-113,"Организации должны назначать независимых этических ответственных, чтобы обеспечивать надзор за оценками, мониторингом и этическим применением ИИ-систем."
unesco,unesco::UNESCO-2.4,Создание цифровой экосистемы для этичного ИИ,med,2,"policy,plan",110-113,"Государства должны создавать инфраструктуру и ресурсы для поддержки этичного, инклюзивного и открытого развития ИИ, включая доступ к данным, знаниям и технологиям."
unesco,unesco::UNESCO-2.5,Обеспечение участия СНСД в международных дискуссиях по ИИ,med,2,"policy,plan",110-113,"Государства должны обеспечить равное участие стран с низким и средним доходом в международных дискуссиях по ИИ, включая финансирование и упрощение визового доступа."
unesco,unesco::UNESCO-2.6,Соответствие законодательства правам человека,high,3,"policy,plan",110-113,"Все законодательные акты, регулирующие ИИ, должны соответствовать международным стандартам прав человека и не допускать их нарушения на любом этапе жизненного цикла системы."
unesco,unesco::UNESCO-104,Обеспечение этичного применения ИИ в образовании,high,3,"system,policy,plan",122-126,"ИИ в образовании должен усиливать обучение, не ухудшая когнитивные способности или нарушая приватность. Данные учащихся не могут использоваться вредоносно или без согласия."
unesco,unesco::UNESCO-122,"Регулирование ИИ для психического и общего здоровья, включая детей",high,3,"system,policy",125-129,"AI tools for mental and physical health—especially for children—must be regulated to ensure safety, medical validity, and evidence-based design, with active patient involvement in development."
